0.000000e+00 -6.596648e-20
2.441406e-04 -5.809973e-20
4.882812e-04 -5.575718e-20
7.324219e-04 -6.846812e-20
9.765625e-04 -6.400803e-20
1.220703e-03 -5.666958e-20
1.464844e-03 -6.250895e-20
1.708984e-03 -6.408591e-20
1.953125e-03 -6.511799e-20
2.197266e-03 -6.026059e-20
2.441406e-03 -5.510555e-20
2.685547e-03 -6.627275e-20
2.929688e-03 -6.718705e-20
3.173828e-03 -5.619913e-20
3.417969e-03 -5.965907e-20
3.662109e-03 -6.460315e-20
3.906250e-03 -6.384720e-20
4.150391e-03 -6.081460e-20
4.394531e-03 -5.525188e-20
4.638672e-03 -6.199594e-20
4.882812e-03 -6.722668e-20
5.126953e-03 -5.698416e-20
5.371094e-03 -5.603838e-20
5.615234e-03 -6.341455e-20
5.859375e-03 -6.217678e-20
6.103516e-03 -5.884004e-20
6.347656e-03 -5.498371e-20
6.591797e-03 -5.704314e-20
6.835938e-03 -6.531721e-20
7.080078e-03 -5.908947e-20
7.324219e-03 -5.182882e-20
7.568359e-03 -5.931814e-20
7.812500e-03 -6.160719e-20
8.056641e-03 -5.658897e-20
8.300781e-03 -5.312144e-20
8.544922e-03 -5.405757e-20
8.789062e-03 -6.058641e-20
9.033203e-03 -5.824404e-20
9.277344e-03 -4.908113e-20
9.521484e-03 -5.342963e-20
9.765625e-03 -5.992274e-20
1.000977e-02 -5.389031e-20
1.025391e-02 -4.952518e-20
1.049805e-02 -5.054456e-20
1.074219e-02 -5.477764e-20
1.098633e-02 -5.663627e-20
1.123047e-02 -4.705052e-20
1.147461e-02 -4.652547e-20
1.171875e-02 -5.611552e-20
1.196289e-02 -5.107967e-20
1.220703e-02 -4.512265e-20
1.245117e-02 -4.772573e-20
1.269531e-02 -4.911818e-20
1.293945e-02 -5.194930e-20
1.318359e-02 -4.546593e-20
1.342773e-02 -3.923617e-20
1.367188e-02 -5.010346e-20
1.391602e-02 -5.046071e-20
1.416016e-02 -3.856870e-20
1.440430e-02 -4.157349e-20
1.464844e-02 -4.535830e-20
1.489258e-02 -4.403548e-20
1.513672e-02 -4.280993e-20
1.538086e-02 -3.468280e-20
1.562500e-02 -4.079982e-20
1.586914e-02 -4.764918e-20
1.611328e-02 -3.379253e-20
1.635742e-02 -3.410774e-20
1.660156e-02 -4.150613e-20
1.684570e-02 -3.702190e-20
1.708984e-02 -3.766343e-20
1.733398e-02 -3.100142e-20
1.757812e-02 -3.014829e-20
1.782227e-02 -4.282734e-20
1.806641e-02 -3.179798e-20
1.831055e-02 -2.484685e-20
1.855469e-02 -3.537530e-20
1.879883e-02 -3.089570e-20
1.904297e-02 -3.071008e-20
1.928711e-02 -2.854897e-20
1.953125e-02 -2.098022e-20
1.977539e-02 -3.368697e-20
2.001953e-02 -3.015065e-20
2.026367e-02 -1.565818e-20
2.050781e-02 -2.747034e-20
2.075195e-02 -2.771783e-20
