0.000000e+00 4.002802e-25
2.441406e-04 4.134704e-25
4.882812e-04 4.265294e-25
7.324219e-04 4.394464e-25
9.765625e-04 4.522120e-25
1.220703e-03 4.648206e-25
1.464844e-03 4.772706e-25
1.708984e-03 4.895633e-25
1.953125e-03 5.017000e-25
2.197266e-03 5.136795e-25
2.441406e-03 5.254966e-25
2.685547e-03 5.371424e-25
2.929688e-03 5.486065e-25
3.173828e-03 5.598796e-25
3.417969e-03 5.709564e-25
3.662109e-03 5.818354e-25
3.906250e-03 5.925183e-25
4.150391e-03 6.030071e-25
4.394531e-03 6.133013e-25
4.638672e-03 6.233967e-25
4.882812e-03 6.332850e-25
5.126953e-03 6.429565e-25
5.371094e-03 6.524024e-25
5.615234e-03 6.616174e-25
5.859375e-03 6.706006e-25
6.103516e-03 6.793540e-25
6.347656e-03 6.878804e-25
6.591797e-03 6.961803e-25
6.835938e-03 7.042502e-25
7.080078e-03 7.120831e-25
7.324219e-03 7.196698e-25
7.568359e-03 7.270021e-25
7.812500e-03 7.340752e-25
8.056641e-03 7.408883e-25
8.300781e-03 7.474442e-25
8.544922e-03 7.537464e-25
8.789062e-03 7.597964e-25
9.033203e-03 7.655919e-25
9.277344e-03 7.711268e-25
9.521484e-03 7.763928e-25
9.765625e-03 7.813822e-25
1.000977e-02 7.860907e-25
1.025391e-02 7.905182e-25
1.049805e-02 7.946679e-25
1.074219e-02 7.985442e-25
1.098633e-02 8.021496e-25
1.123047e-02 8.054832e-25
1.147461e-02 8.085398e-25
1.171875e-02 8.113121e-25
1.196289e-02 8.137932e-25
1.220703e-02 8.159792e-25
1.245117e-02 8.178705e-25
1.269531e-02 8.194711e-25
1.293945e-02 8.207863e-25
1.318359e-02 8.218199e-25
1.342773e-02 8.225718e-25
1.367188e-02 8.230383e-25
1.391602e-02 8.232130e-25
1.416016e-02 8.230898e-25
1.440430e-02 8.226653e-25
1.464844e-02 8.219407e-25
1.489258e-02 8.209204e-25
1.513672e-02 8.196108e-25
1.538086e-02 8.180166e-25
1.562500e-02 8.161393e-25
1.586914e-02 8.139762e-25
1.611328e-02 8.115219e-25
1.635742e-02 8.087712e-25
1.660156e-02 8.057213e-25
1.684570e-02 8.023738e-25
1.708984e-02 7.987342e-25
1.733398e-02 7.948095e-25
1.757812e-02 7.906058e-25
1.782227e-02 7.861255e-25
1.806641e-02 7.813674e-25
1.831055e-02 7.763271e-25
1.855469e-02 7.710002e-25
1.879883e-02 7.653845e-25
1.904297e-02 7.594824e-25
1.928711e-02 7.532997e-25
1.953125e-02 7.468446e-25
1.977539e-02 7.401240e-25
2.001953e-02 7.331419e-25
2.026367e-02 7.258980e-25
2.050781e-02 7.183890e-25
2.075195e-02 7.106114e-25
2.099609e-02 7.025635e-25
2.124023e-02 6.942482e-25
2.148438e-02 6.856721e-25
2.172852e-02 6.768441e-25
2.197266e-02 6.677721e-25
2.221680e-02 6.584614e-25
2.246094e-02 6.489127e-25
2.270508e-02 6.391240e-25
2.294922e-02 6.290921e-25
2.319336e-02 6.188164e-25
2.343750e-02 6.082999e-25
2.368164e-02 5.975500e-25
2.392578e-02 5.865761e-25
2.416992e-02 5.753873e-25
2.441406e-02 5.639898e-25
2.465820e-02 5.523855e-25
2.490234e-02 5.405733e-25
2.514648e-02 5.285508e-25
2.539062e-02 5.163178e-25
2.563477e-02 5.038777e-25
2.587891e-02 4.912382e-25
2.612305e-02 4.784096e-25
2.636719e-02 4.654017e-25
2.661133e-02 4.522216e-25
